Grupa,Asistent,"Notă finală",Total,"Examen grilă final (maxim 10)","Total lucrări de curs (maxim 10)","Lucrare de curs 1 (maxim 5)","Lucrare de curs 2 (maxim 5)","Lucrare de curs 3 (maxim 5)","Total teme (maxim 10)",Tema 0 (maxim 10),"Tema 1 (maxim 10)","Tema 2 (maxim 10)","Tema 3 (maxim 10)","Tema 4 (maxim 10)","Midterm practic (maxim 10)","Final practic (maxim 10)","Final practic refacere (maxim 10)",Total laborator,Lab00,Lab01,Lab02,Lab03,Lab04,Lab05,Lab06,Lab07,Lab08,Lab09,Lab10,Lab11,Lab12,Observații
314CD,,9.0,7.9725,4.09,9.166666667,5.0,2.0,4.0,10,10.0,10.0,11.0,10.0,,,8.3,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,8.0,7.733,4.96,8.333333333,4.0,3.0,3.0,8.432,10.0,10.0,6.9,8.2,,4.6,6.7,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
314CD,,5.0,5.2955,,7.5,3.0,3.0,3.0,2.672,10.0,10.0,-10.0,7.1,,5.3,,5.4,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
314CD,,6.0,6.3255,4.97,8.333333333,4.0,3.0,3.0,2.752,10.0,,4.4,1.7,,7.2,5.7,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,x
314CD,,10.0,9.6,5.96,10,4.0,3.0,5.0,10,10.0,10.0,11.0,10.0,,8.1,9.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,x
314CD,,8.0,8.2015,5.73,5.833333333,4.0,3.0,,9.616,10.0,10.0,8.8,10.0,,7.4,7.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,x
314CD,,8.0,8.0525,4.01,6.666666667,3.0,3.0,2.0,10,10.0,10.0,11.0,10.0,,8.0,7.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,8.0,8.2075,5.01,6.666666667,4.0,4.0,,10,10.0,10.0,11.0,10.0,,8.3,6.5,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
314CD,,7.0,7.201,2.46,5,2.0,1.0,3.0,9.584,10.0,10.0,11.0,7.7,,6.9,7.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,8.0,8.3825,5.01,6.666666667,2.0,2.0,4.0,10,10.0,10.0,11.0,10.0,,6.3,8.0,,10,x,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,6.0,6.4425,,0.8333333333,1.0,,,3.32,10.0,9.0,,,,5.0,,9.9,4,,10.0,10.0,10.0,,,,10.0,,,,,,
314CD,,7.0,6.722,3.54,5.833333333,3.0,2.0,2.0,9.008,10.0,10.0,6.9,10.0,,4.6,5.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,8.0,8.416,6.0,5.833333333,3.0,2.0,2.0,9.744,10.0,10.0,11.0,8.2,,6.8,7.7,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,x
314CD,,7.0,7.203,2.0,8.333333333,3.0,4.0,3.0,9.712,10.0,10.0,11.0,8.1,,5.0,6.1,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,8.0,7.949,4.0,7.5,3.0,4.0,2.0,9.616,10.0,10.0,8.8,10.0,,7.2,6.8,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,7.0,6.865,3.84,8.333333333,4.0,4.0,2.0,3.6,10.0,10.0,-10.0,10.0,,8.3,7.7,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,x
314CD,,5.0,5.141,3.85,4.166666667,1.0,2.0,2.0,2.864,10.0,10.0,-10.0,7.7,,3.5,4.3,,10,x,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,,,x
314CD,,9.0,8.74,8.04,10,5.0,5.0,5.0,10,10.0,10.0,11.0,10.0,,7.8,3.8,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
314CD,,6.0,6.3875,4.71,3.333333333,4.0,0.0,,3.6,10.0,10.0,-10.0,10.0,,6.1,8.8,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,x
314CD,,8.0,8.45,4.96,5.833333333,2.0,0.0,5.0,10,10.0,10.0,11.0,10.0,,7.6,8.3,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,8.0,7.726,3.96,9.166666667,3.0,3.0,5.0,8.464,10.0,10.0,5.2,10.0,,6.7,6.3,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
315CD,,7.0,7.2865,4.11,6.666666667,2.0,3.0,3.0,9.616,10.0,10.0,8.8,10.0,,5.3,5.3,,10,x,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
315CD,,9.0,8.638,5.1,10,3.0,4.0,5.0,9.712,10.0,10.0,11.0,8.1,,8.1,6.5,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
315CD,,8.0,7.9455,4.03,7.5,3.0,2.0,4.0,9.412,10.0,9.5,10.5,8.1,,7.6,6.8,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
315CD,,7.0,6.705,4.96,5,2.0,1.0,3.0,10,10.0,10.0,11.0,10.0,,4.4,3.1,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
315CD,,10.0,9.675,6.86,10,4.0,4.0,5.0,10,10.0,10.0,11.0,10.0,,6.6,9.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,,x
315CD,,8.0,7.653,3.74,8.333333333,2.0,4.0,4.0,9.712,10.0,10.0,11.0,8.1,,5.9,6.2,,9,x,10.0,,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,,x
315CD,,10.0,10.795,9.74,10,4.0,4.0,5.0,10,10.0,10.0,11.0,10.0,,8.6,12.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
315CD,,8.0,8.4635,6.55,8.333333333,5.0,2.0,3.0,9.584,10.0,10.0,11.0,7.7,,6.3,6.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,x
315CD,,10.0,9.785,5.92,9.166666667,3.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,9.3,11.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
315CD,,9.0,8.6285,5.59,9.166666667,3.0,4.0,4.0,9.744,10.0,10.0,11.0,8.2,,6.7,7.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,x
315CD,,7.0,6.5325,3.53,4.166666667,3.0,,2.0,10,10.0,10.0,10.5,10.0,,5.0,4.1,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,x
315CD,,7.0,6.7095,2.97,2.5,1.0,1.0,1.0,9.328,10.0,10.0,7.9,10.0,,7.6,6.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,x
315CD,,8.0,8.3175,6.25,6.666666667,3.0,4.0,1.0,10,10.0,10.0,11.0,10.0,,6.3,6.5,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,x
315CD,,a,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,,,x
315CD,,8.0,7.9765,4.45,8.333333333,4.0,3.0,3.0,9.616,10.0,10.0,8.8,10.0,,7.1,6.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,x
315CD,,6.0,6.003,3.32,5.833333333,2.0,4.0,1.0,8.032,10.0,8.0,7.9,7.7,,4.9,3.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
315CD,,7.0,7.316,3.12,5.833333333,3.0,0.0,4.0,9.584,10.0,10.0,11.0,7.7,,6.4,6.5,,10,x,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
315CD,,7.0,7.2,5.48,3.333333333,2.0,1.0,1.0,10,10.0,10.0,11.0,10.0,,5.3,5.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
315CD,,10.0,10.1725,9.31,10,5.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,7.7,8.3,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,,x
315CD,,9.0,9.0635,6.43,10,5.0,4.0,5.0,9.584,10.0,10.0,10.5,8.2,,7.6,7.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,,x
315CD,,7.0,7.1825,5.21,5,3.0,1.0,2.0,10,10.0,10.0,11.0,10.0,,4.3,4.8,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
315CD,,9.0,8.495,6.34,8.333333333,3.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,6.1,6.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,x
315CD,,9.0,9.2875,6.05,10,4.0,5.0,4.0,10,10.0,10.0,11.0,10.0,,8.0,7.9,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,x
315CD,,7.0,6.5525,2.37,8.333333333,3.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,2.6,3.8,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
315CD,,a,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,,,x
315CD,,6.0,6.0925,4.05,5.833333333,3.0,1.0,3.0,7.52,10.0,,11.0,10.0,,5.0,3.3,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
315CD,,8.0,7.56,4.52,9.166666667,4.0,4.0,3.0,10,10.0,10.0,10.5,10.0,,4.3,4.5,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
